ComplaintID,DateKey,Date,AirlineCode,AirportCode,Category,ComplaintStatus,DaysToResolve,ResolutionQualityScore,FollowUpRequired,ChannelSubmitted,ComplaintDescription
CP004135,20231008,2023-10-08,AK,LGK,Refund/Compensation,Resolved,7,5,Yes,Social Media,Delay in processing refund or compensation claim
CP004136,20231218,2023-12-18,AK,JHB,Other,Resolved,17,4,No,Website,Miscellaneous passenger complaint
CP004137,20231012,2023-10-12,AK,KUA,Baggage Handling,Resolved,7,2,No,Email,Baggage delayed / damaged / lost upon arrival
CP004138,20230924,2023-09-24,OD,AOR,In-flight Service,In Progress,6,,No,Website,Poor in-flight service quality reported by passengers
CP004139,20240913,2024-09-13,AK,SBW,Flight Delay,Escalated,,,No,Website,Flight delayed without adequate notification to passengers
CP004140,20230926,2023-09-26,OD,LGK,Baggage Handling,Resolved,13,4,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP004141,20240918,2024-09-18,AK,KUA,Baggage Handling,Resolved,12,3,No,Email,Baggage delayed / damaged / lost upon arrival
CP004142,20230925,2023-09-25,AK,IPH,Ground Staff Attitude,In Progress,23,,No,Website,Unprofessional behaviour from ground handling staff
CP004143,20240909,2024-09-09,AK,TGG,Flight Delay,Resolved,12,4,No,Phone,Flight delayed without adequate notification to passengers
CP004144,20241003,2024-10-03,D7,JHB,Flight Delay,Resolved,2,2,No,Email,Flight delayed without adequate notification to passengers
CP004145,20240701,2024-07-01,MF,PEN,Flight Delay,Pending,,,No,Email,Flight delayed without adequate notification to passengers
CP004146,20240722,2024-07-22,AK,SDK,Flight Delay,Pending,,,No,Email,Flight delayed without adequate notification to passengers
CP004147,20230525,2023-05-25,MF,TGG,Flight Delay,Resolved,5,5,No,Website,Flight delayed without adequate notification to passengers
CP004148,20240419,2024-04-19,AK,LGK,Ground Staff Attitude,Pending,,,No,Counter,Unprofessional behaviour from ground handling staff
CP004149,20230304,2023-03-04,AK,SDK,Ground Staff Attitude,In Progress,18,,Yes,Phone,Unprofessional behaviour from ground handling staff
CP004150,20230111,2023-01-11,AK,SBW,Baggage Handling,Resolved,4,4,No,Email,Baggage delayed / damaged / lost upon arrival
CP004151,20231121,2023-11-21,MH,SDK,Flight Delay,Resolved,13,2,Yes,Phone,Flight delayed without adequate notification to passengers
CP004152,20231210,2023-12-10,MF,KCH,In-flight Service,Resolved,9,4,No,Website,Poor in-flight service quality reported by passengers
CP004153,20230809,2023-08-09,OD,KUA,Ground Staff Attitude,In Progress,40,,No,Email,Unprofessional behaviour from ground handling staff
CP004154,20230408,2023-04-08,AK,TWU,Flight Delay,Resolved,3,4,Yes,Email,Flight delayed without adequate notification to passengers
CP004155,20231202,2023-12-02,MH,BKI,Baggage Handling,Pending,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004156,20240520,2024-05-20,AK,PEN,Flight Delay,Resolved,15,4,No,Social Media,Flight delayed without adequate notification to passengers
CP004157,20241103,2024-11-03,AK,TWU,Baggage Handling,Resolved,21,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP004158,20230310,2023-03-10,AK,KUA,In-flight Service,Resolved,2,3,No,Website,Poor in-flight service quality reported by passengers
CP004159,20240517,2024-05-17,AK,KCH,Flight Delay,Resolved,1,5,No,Website,Flight delayed without adequate notification to passengers
CP004160,20240120,2024-01-20,FY,SBW,Check-in Service,Resolved,1,4,No,Phone,"Long queue at check-in counter, insufficient staff"
CP004161,20230319,2023-03-19,OD,MYY,Flight Delay,Resolved,9,5,No,Email,Flight delayed without adequate notification to passengers
CP004162,20230303,2023-03-03,MF,TWU,Baggage Handling,Resolved,9,5,No,Email,Baggage delayed / damaged / lost upon arrival
CP004163,20240409,2024-04-09,AK,SDK,Safety Concern,Resolved,10,3,No,Phone,Passenger reported safety-related concern onboard
CP004164,20230823,2023-08-23,FY,IPH,In-flight Service,Resolved,21,5,Yes,Email,Poor in-flight service quality reported by passengers
CP004165,20240427,2024-04-27,AK,SDK,Baggage Handling,Resolved,5,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP004166,20231007,2023-10-07,OD,LGK,Flight Delay,Resolved,2,5,No,Website,Flight delayed without adequate notification to passengers
CP004167,20240819,2024-08-19,AK,SDK,Cleanliness,Resolved,6,3,Yes,Social Media,Aircraft or terminal cleanliness below acceptable standard
CP004168,20230903,2023-09-03,AK,KBR,In-flight Service,In Progress,6,,No,Counter,Poor in-flight service quality reported by passengers
CP004169,20241109,2024-11-09,FY,TWU,Baggage Handling,Resolved,3,5,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP004170,20230430,2023-04-30,AK,TGG,Other,Resolved,10,3,No,Phone,Miscellaneous passenger complaint
CP004171,20230525,2023-05-25,AK,SBW,In-flight Service,Resolved,7,4,No,Website,Poor in-flight service quality reported by passengers
CP004172,20240116,2024-01-16,AK,BKI,Ground Staff Attitude,Resolved,8,5,No,Email,Unprofessional behaviour from ground handling staff
CP004173,20230530,2023-05-30,AK,KBR,Check-in Service,In Progress,39,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004174,20240514,2024-05-14,AK,KUL,Flight Delay,Resolved,1,3,No,Phone,Flight delayed without adequate notification to passengers
CP004175,20240409,2024-04-09,OD,MYY,Flight Delay,Resolved,10,4,No,Counter,Flight delayed without adequate notification to passengers
CP004176,20230201,2023-02-01,MH,KCH,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP004177,20240712,2024-07-12,MH,JHB,Check-in Service,Escalated,,,No,Phone,"Long queue at check-in counter, insufficient staff"
CP004178,20230107,2023-01-07,MH,AOR,Ground Staff Attitude,Resolved,5,2,No,Website,Unprofessional behaviour from ground handling staff
CP004179,20230316,2023-03-16,MF,BKI,Flight Delay,Resolved,10,2,No,Social Media,Flight delayed without adequate notification to passengers
CP004180,20230906,2023-09-06,MH,SBW,Check-in Service,Resolved,10,3,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP004181,20241013,2024-10-13,AK,SDK,Flight Delay,In Progress,40,,No,Website,Flight delayed without adequate notification to passengers
CP004182,20240915,2024-09-15,FY,AOR,In-flight Service,Resolved,11,4,Yes,Email,Poor in-flight service quality reported by passengers
CP004183,20230415,2023-04-15,OD,KUL,Flight Delay,Resolved,18,2,Yes,Website,Flight delayed without adequate notification to passengers
CP004184,20240724,2024-07-24,D7,MYY,Flight Delay,Escalated,,,No,Website,Flight delayed without adequate notification to passengers
CP004185,20240209,2024-02-09,AK,TWU,Check-in Service,Resolved,19,5,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP004186,20240905,2024-09-05,AK,SBW,Baggage Handling,Resolved,8,3,No,Website,Baggage delayed / damaged / lost upon arrival
CP004187,20230708,2023-07-08,MH,KUL,Flight Delay,In Progress,30,,Yes,Website,Flight delayed without adequate notification to passengers
CP004188,20240725,2024-07-25,D7,IPH,Refund/Compensation,In Progress,31,,No,Counter,Delay in processing refund or compensation claim
CP004189,20240906,2024-09-06,FY,KBR,In-flight Service,Resolved,16,5,No,Email,Poor in-flight service quality reported by passengers
CP004190,20230201,2023-02-01,MH,IPH,Refund/Compensation,Resolved,10,5,No,Email,Delay in processing refund or compensation claim
CP004191,20240513,2024-05-13,D7,KUA,Baggage Handling,Resolved,15,2,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004192,20230723,2023-07-23,AK,KBR,Cleanliness,In Progress,15,,Yes,Website,Aircraft or terminal cleanliness below acceptable standard
CP004193,20240121,2024-01-21,MF,TWU,In-flight Service,Escalated,,,Yes,Phone,Poor in-flight service quality reported by passengers
CP004194,20241212,2024-12-12,OD,TGG,In-flight Service,Resolved,16,4,Yes,Website,Poor in-flight service quality reported by passengers
CP004195,20230625,2023-06-25,OD,KUL,In-flight Service,In Progress,24,,Yes,Social Media,Poor in-flight service quality reported by passengers
CP004196,20230220,2023-02-20,AK,TWU,Baggage Handling,Resolved,20,5,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP004197,20230429,2023-04-29,AK,KBR,Ground Staff Attitude,Resolved,4,4,No,Website,Unprofessional behaviour from ground handling staff
CP004198,20240818,2024-08-18,AK,JHB,Cleanliness,Resolved,6,2,No,Phone,Aircraft or terminal cleanliness below acceptable standard
CP004199,20240313,2024-03-13,MH,SDK,Check-in Service,Resolved,17,3,No,Website,"Long queue at check-in counter, insufficient staff"
CP004200,20240625,2024-06-25,OD,SBW,In-flight Service,In Progress,44,,No,Website,Poor in-flight service quality reported by passengers
CP004201,20240121,2024-01-21,AK,PEN,Baggage Handling,Resolved,19,5,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP004202,20241219,2024-12-19,AK,TGG,Ground Staff Attitude,Escalated,,,Yes,Counter,Unprofessional behaviour from ground handling staff
CP004203,20231110,2023-11-10,AK,MYY,Cleanliness,In Progress,16,,No,Website,Aircraft or terminal cleanliness below acceptable standard
CP004204,20230226,2023-02-26,FY,IPH,Ground Staff Attitude,Resolved,11,4,No,Email,Unprofessional behaviour from ground handling staff
CP004205,20240509,2024-05-09,OD,LGK,Flight Delay,In Progress,22,,No,Website,Flight delayed without adequate notification to passengers
CP004206,20240507,2024-05-07,AK,AOR,In-flight Service,Resolved,9,4,No,Phone,Poor in-flight service quality reported by passengers
CP004207,20241014,2024-10-14,AK,KUL,Check-in Service,Resolved,8,4,No,Counter,"Long queue at check-in counter, insufficient staff"
CP004208,20230203,2023-02-03,MF,IPH,Baggage Handling,Resolved,4,3,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP004209,20230927,2023-09-27,AK,PEN,Check-in Service,Resolved,20,3,No,Email,"Long queue at check-in counter, insufficient staff"
CP004210,20231223,2023-12-23,FY,IPH,Ground Staff Attitude,Escalated,,,No,Social Media,Unprofessional behaviour from ground handling staff
CP004211,20230506,2023-05-06,MH,SDK,Refund/Compensation,In Progress,23,,Yes,Website,Delay in processing refund or compensation claim
CP004212,20230930,2023-09-30,MF,TGG,Refund/Compensation,Resolved,6,3,No,Website,Delay in processing refund or compensation claim
CP004213,20241005,2024-10-05,D7,IPH,Check-in Service,In Progress,19,,No,Phone,"Long queue at check-in counter, insufficient staff"
CP004214,20241118,2024-11-18,AK,AOR,Flight Delay,Pending,,,No,Email,Flight delayed without adequate notification to passengers
CP004215,20241016,2024-10-16,OD,KUA,Baggage Handling,In Progress,22,,No,Website,Baggage delayed / damaged / lost upon arrival
CP004216,20240226,2024-02-26,D7,KUA,Check-in Service,Resolved,16,5,No,Counter,"Long queue at check-in counter, insufficient staff"
CP004217,20240812,2024-08-12,AK,KCH,Flight Delay,Resolved,8,2,Yes,Website,Flight delayed without adequate notification to passengers
CP004218,20230310,2023-03-10,AK,KUA,Flight Delay,Escalated,,,No,Website,Flight delayed without adequate notification to passengers
CP004219,20240817,2024-08-17,MH,KCH,Baggage Handling,Resolved,16,4,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004220,20240206,2024-02-06,MF,TWU,Cleanliness,Resolved,11,5,Yes,Phone,Aircraft or terminal cleanliness below acceptable standard
CP004221,20241025,2024-10-25,AK,IPH,In-flight Service,Resolved,16,2,No,Phone,Poor in-flight service quality reported by passengers
CP004222,20230823,2023-08-23,AK,IPH,Flight Delay,Resolved,12,5,No,Phone,Flight delayed without adequate notification to passengers
CP004223,20240513,2024-05-13,AK,KBR,Baggage Handling,Resolved,3,2,No,Website,Baggage delayed / damaged / lost upon arrival
CP004224,20240213,2024-02-13,FY,LGK,Flight Delay,In Progress,34,,No,Website,Flight delayed without adequate notification to passengers
CP004225,20241108,2024-11-08,FY,TWU,Ground Staff Attitude,In Progress,8,,No,Phone,Unprofessional behaviour from ground handling staff
CP004226,20230308,2023-03-08,MH,KCH,Ground Staff Attitude,Resolved,2,5,No,Email,Unprofessional behaviour from ground handling staff
CP004227,20230322,2023-03-22,AK,BKI,Refund/Compensation,In Progress,33,,No,Website,Delay in processing refund or compensation claim
CP004228,20230512,2023-05-12,MF,KCH,Check-in Service,Resolved,9,4,No,Email,"Long queue at check-in counter, insufficient staff"
CP004229,20230315,2023-03-15,FY,MYY,Ground Staff Attitude,Resolved,1,3,No,Counter,Unprofessional behaviour from ground handling staff
CP004230,20240609,2024-06-09,MH,PEN,Flight Delay,Resolved,5,4,No,Phone,Flight delayed without adequate notification to passengers
CP004231,20240930,2024-09-30,MF,PEN,Ground Staff Attitude,Resolved,6,3,No,Counter,Unprofessional behaviour from ground handling staff
CP004232,20240106,2024-01-06,AK,SBW,In-flight Service,Resolved,3,2,Yes,Counter,Poor in-flight service quality reported by passengers
CP004233,20231030,2023-10-30,AK,PEN,Check-in Service,Resolved,21,2,No,Social Media,"Long queue at check-in counter, insufficient staff"
CP004234,20230511,2023-05-11,AK,AOR,Flight Delay,In Progress,29,,No,Website,Flight delayed without adequate notification to passengers
CP004235,20240624,2024-06-24,FY,KCH,Baggage Handling,In Progress,14,,No,Email,Baggage delayed / damaged / lost upon arrival
CP004236,20240812,2024-08-12,AK,MYY,In-flight Service,Resolved,20,4,No,Email,Poor in-flight service quality reported by passengers
CP004237,20230510,2023-05-10,OD,IPH,Flight Delay,Resolved,10,3,No,Counter,Flight delayed without adequate notification to passengers
CP004238,20230620,2023-06-20,AK,KUL,Check-in Service,Resolved,13,4,Yes,Phone,"Long queue at check-in counter, insufficient staff"
CP004239,20241123,2024-11-23,MF,AOR,Baggage Handling,In Progress,18,,No,Website,Baggage delayed / damaged / lost upon arrival
CP004240,20241122,2024-11-22,OD,SBW,Baggage Handling,Resolved,19,3,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP004241,20240920,2024-09-20,AK,PEN,In-flight Service,Resolved,3,4,No,Website,Poor in-flight service quality reported by passengers
CP004242,20240713,2024-07-13,FY,LGK,Check-in Service,In Progress,35,,No,Counter,"Long queue at check-in counter, insufficient staff"
CP004243,20230317,2023-03-17,D7,TWU,Baggage Handling,Resolved,10,2,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP004244,20231202,2023-12-02,AK,IPH,Check-in Service,Pending,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004245,20231007,2023-10-07,MH,IPH,Ground Staff Attitude,Pending,,,No,Counter,Unprofessional behaviour from ground handling staff
CP004246,20230606,2023-06-06,AK,SBW,Baggage Handling,In Progress,35,,No,Website,Baggage delayed / damaged / lost upon arrival
CP004247,20240205,2024-02-05,MF,LGK,Baggage Handling,Pending,,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP004248,20230314,2023-03-14,AK,IPH,Other,Resolved,19,4,No,Email,Miscellaneous passenger complaint
CP004249,20230929,2023-09-29,MH,KUL,Other,Resolved,14,5,No,Counter,Miscellaneous passenger complaint
CP004250,20230705,2023-07-05,AK,IPH,Baggage Handling,Resolved,4,5,Yes,Phone,Baggage delayed / damaged / lost upon arrival
CP004251,20230204,2023-02-04,MH,SBW,Check-in Service,Resolved,19,3,No,Phone,"Long queue at check-in counter, insufficient staff"
CP004252,20240113,2024-01-13,AK,JHB,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP004253,20240108,2024-01-08,MH,TWU,Refund/Compensation,Resolved,20,5,No,Website,Delay in processing refund or compensation claim
CP004254,20230427,2023-04-27,MF,TWU,Flight Delay,Escalated,,,No,Email,Flight delayed without adequate notification to passengers
CP004255,20240731,2024-07-31,AK,LGK,In-flight Service,Resolved,1,3,No,Website,Poor in-flight service quality reported by passengers
CP004256,20240424,2024-04-24,OD,SBW,Flight Delay,Resolved,8,3,Yes,Email,Flight delayed without adequate notification to passengers
CP004257,20230416,2023-04-16,MF,TWU,Baggage Handling,Resolved,5,2,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004258,20241009,2024-10-09,OD,BKI,Check-in Service,Resolved,18,5,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP004259,20230213,2023-02-13,AK,KBR,Flight Delay,Resolved,13,2,No,Email,Flight delayed without adequate notification to passengers
CP004260,20230128,2023-01-28,AK,KCH,Baggage Handling,Resolved,14,5,No,Email,Baggage delayed / damaged / lost upon arrival
CP004261,20240523,2024-05-23,MF,KUL,Baggage Handling,Escalated,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004262,20241027,2024-10-27,MF,KCH,Flight Delay,Resolved,1,3,Yes,Email,Flight delayed without adequate notification to passengers
CP004263,20240526,2024-05-26,D7,BKI,Check-in Service,Resolved,1,4,Yes,Social Media,"Long queue at check-in counter, insufficient staff"
CP004264,20240706,2024-07-06,AK,MYY,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP004265,20241031,2024-10-31,MF,JHB,Flight Delay,Resolved,20,4,No,Website,Flight delayed without adequate notification to passengers
CP004266,20240519,2024-05-19,AK,AOR,Flight Delay,Escalated,,,No,Counter,Flight delayed without adequate notification to passengers
CP004267,20240119,2024-01-19,MF,MYY,Check-in Service,Resolved,17,3,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP004268,20240911,2024-09-11,FY,SDK,Flight Delay,Pending,,,No,Social Media,Flight delayed without adequate notification to passengers
CP004269,20240214,2024-02-14,OD,IPH,Flight Delay,In Progress,7,,Yes,Email,Flight delayed without adequate notification to passengers
CP004270,20230103,2023-01-03,FY,KUL,Baggage Handling,Resolved,7,4,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004271,20230428,2023-04-28,AK,KCH,Baggage Handling,Resolved,1,2,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP004272,20230110,2023-01-10,AK,AOR,Baggage Handling,Resolved,21,2,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004273,20240707,2024-07-07,AK,PEN,In-flight Service,Resolved,12,4,No,Counter,Poor in-flight service quality reported by passengers
CP004274,20230822,2023-08-22,MH,KUA,Flight Delay,Resolved,4,2,No,Social Media,Flight delayed without adequate notification to passengers
CP004275,20240325,2024-03-25,AK,SDK,Flight Delay,In Progress,10,,No,Counter,Flight delayed without adequate notification to passengers
CP004276,20240930,2024-09-30,AK,TGG,Other,Resolved,16,4,No,Website,Miscellaneous passenger complaint
CP004277,20230824,2023-08-24,FY,MYY,Check-in Service,Resolved,11,5,No,Website,"Long queue at check-in counter, insufficient staff"
CP004278,20240213,2024-02-13,OD,AOR,Check-in Service,Pending,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004279,20240624,2024-06-24,MH,SDK,Baggage Handling,Resolved,1,3,No,Phone,Baggage delayed / damaged / lost upon arrival
CP004280,20240523,2024-05-23,AK,SDK,Baggage Handling,Pending,,,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP004281,20240107,2024-01-07,AK,KUA,Baggage Handling,In Progress,15,,No,Email,Baggage delayed / damaged / lost upon arrival
CP004282,20240808,2024-08-08,MF,SBW,Baggage Handling,Resolved,15,4,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP004283,20240111,2024-01-11,OD,KCH,In-flight Service,Resolved,21,5,Yes,Website,Poor in-flight service quality reported by passengers
CP004284,20230829,2023-08-29,OD,TGG,Ground Staff Attitude,Resolved,12,3,No,Email,Unprofessional behaviour from ground handling staff
CP004285,20240903,2024-09-03,AK,LGK,Refund/Compensation,Resolved,18,4,No,Website,Delay in processing refund or compensation claim
CP004286,20240101,2024-01-01,AK,LGK,Baggage Handling,Resolved,2,3,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP004287,20240708,2024-07-08,AK,KCH,Flight Delay,Resolved,2,2,No,Website,Flight delayed without adequate notification to passengers
CP004288,20240719,2024-07-19,AK,MYY,Flight Delay,Resolved,21,2,No,Email,Flight delayed without adequate notification to passengers
CP004289,20231027,2023-10-27,AK,KCH,Flight Delay,Escalated,,,No,Counter,Flight delayed without adequate notification to passengers
CP004290,20230817,2023-08-17,OD,IPH,Check-in Service,In Progress,42,,Yes,Email,"Long queue at check-in counter, insufficient staff"
CP004291,20231212,2023-12-12,FY,LGK,Flight Delay,Escalated,,,Yes,Email,Flight delayed without adequate notification to passengers
CP004292,20240116,2024-01-16,MH,TWU,In-flight Service,Resolved,12,5,No,Phone,Poor in-flight service quality reported by passengers
CP004293,20230527,2023-05-27,FY,SDK,Baggage Handling,In Progress,35,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004294,20241127,2024-11-27,AK,BKI,Baggage Handling,Resolved,11,5,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP004295,20240512,2024-05-12,MF,SDK,Flight Delay,Resolved,14,2,No,Counter,Flight delayed without adequate notification to passengers
CP004296,20231202,2023-12-02,MF,KUL,Flight Delay,In Progress,38,,Yes,Website,Flight delayed without adequate notification to passengers
CP004297,20240831,2024-08-31,OD,LGK,Safety Concern,Resolved,11,5,No,Phone,Passenger reported safety-related concern onboard
CP004298,20230926,2023-09-26,AK,BKI,Baggage Handling,Resolved,12,5,No,Website,Baggage delayed / damaged / lost upon arrival
CP004299,20241124,2024-11-24,AK,KUL,In-flight Service,Resolved,10,5,No,Social Media,Poor in-flight service quality reported by passengers
CP004300,20230302,2023-03-02,AK,JHB,Flight Delay,In Progress,19,,No,Email,Flight delayed without adequate notification to passengers
CP004301,20240526,2024-05-26,MH,KUA,Flight Delay,In Progress,29,,Yes,Social Media,Flight delayed without adequate notification to passengers
CP004302,20240915,2024-09-15,OD,JHB,Check-in Service,In Progress,45,,Yes,Social Media,"Long queue at check-in counter, insufficient staff"
CP004303,20241201,2024-12-01,MF,TGG,Check-in Service,Resolved,5,2,No,Email,"Long queue at check-in counter, insufficient staff"
CP004304,20240813,2024-08-13,MF,SDK,Check-in Service,Escalated,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004305,20230812,2023-08-12,MH,LGK,Baggage Handling,Resolved,17,4,No,Email,Baggage delayed / damaged / lost upon arrival
CP004306,20240720,2024-07-20,D7,MYY,Flight Delay,Resolved,11,5,No,Email,Flight delayed without adequate notification to passengers
CP004307,20240719,2024-07-19,MH,JHB,In-flight Service,Resolved,7,2,No,Counter,Poor in-flight service quality reported by passengers
CP004308,20230103,2023-01-03,OD,TWU,Flight Delay,Resolved,12,5,Yes,Email,Flight delayed without adequate notification to passengers
CP004309,20230207,2023-02-07,AK,BKI,Safety Concern,Resolved,15,2,No,Counter,Passenger reported safety-related concern onboard
CP004310,20240307,2024-03-07,MH,LGK,Flight Delay,Resolved,10,4,Yes,Phone,Flight delayed without adequate notification to passengers
CP004311,20241009,2024-10-09,MF,JHB,Refund/Compensation,Resolved,11,2,No,Website,Delay in processing refund or compensation claim
CP004312,20230506,2023-05-06,D7,KUA,Refund/Compensation,Pending,,,No,Email,Delay in processing refund or compensation claim
CP004313,20240131,2024-01-31,FY,PEN,In-flight Service,In Progress,42,,No,Email,Poor in-flight service quality reported by passengers
CP004314,20240409,2024-04-09,AK,LGK,In-flight Service,Resolved,19,4,No,Website,Poor in-flight service quality reported by passengers
CP004315,20230530,2023-05-30,MH,KUA,Refund/Compensation,Resolved,13,5,No,Website,Delay in processing refund or compensation claim
CP004316,20230131,2023-01-31,OD,KUA,Flight Delay,Resolved,2,4,No,Email,Flight delayed without adequate notification to passengers
CP004317,20241029,2024-10-29,MF,MYY,Baggage Handling,Resolved,19,3,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004318,20230320,2023-03-20,AK,IPH,Flight Delay,In Progress,34,,No,Email,Flight delayed without adequate notification to passengers
CP004319,20230728,2023-07-28,AK,KBR,Baggage Handling,Resolved,10,4,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP004320,20240726,2024-07-26,FY,KUL,Check-in Service,Resolved,5,3,No,Website,"Long queue at check-in counter, insufficient staff"
CP004321,20240911,2024-09-11,MH,PEN,Flight Delay,In Progress,7,,No,Website,Flight delayed without adequate notification to passengers
CP004322,20230714,2023-07-14,AK,AOR,Flight Delay,Resolved,3,2,No,Website,Flight delayed without adequate notification to passengers
CP004323,20240812,2024-08-12,MH,JHB,Flight Delay,Resolved,3,3,No,Phone,Flight delayed without adequate notification to passengers
CP004324,20241201,2024-12-01,OD,TWU,Baggage Handling,Pending,,,No,Email,Baggage delayed / damaged / lost upon arrival
CP004325,20230621,2023-06-21,FY,KUL,Check-in Service,Resolved,4,3,Yes,Website,"Long queue at check-in counter, insufficient staff"
CP004326,20241221,2024-12-21,MF,IPH,Cleanliness,In Progress,11,,No,Counter,Aircraft or terminal cleanliness below acceptable standard
CP004327,20240703,2024-07-03,OD,BKI,Flight Delay,Resolved,9,3,Yes,Counter,Flight delayed without adequate notification to passengers
CP004328,20230813,2023-08-13,MH,SDK,Flight Delay,Resolved,12,4,No,Social Media,Flight delayed without adequate notification to passengers
CP004329,20230402,2023-04-02,AK,KBR,Flight Delay,In Progress,43,,No,Website,Flight delayed without adequate notification to passengers
CP004330,20230830,2023-08-30,AK,SDK,Flight Delay,In Progress,11,,No,Email,Flight delayed without adequate notification to passengers
CP004331,20240129,2024-01-29,MF,SBW,Flight Delay,In Progress,26,,No,Email,Flight delayed without adequate notification to passengers
CP004332,20240416,2024-04-16,MF,TWU,Baggage Handling,In Progress,26,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004333,20230922,2023-09-22,AK,SDK,Baggage Handling,In Progress,7,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP004334,20241108,2024-11-08,AK,KCH,Flight Delay,In Progress,20,,No,Phone,Flight delayed without adequate notification to passengers
CP004335,20240201,2024-02-01,AK,KUL,Baggage Handling,Resolved,20,2,No,Phone,Baggage delayed / damaged / lost upon arrival
CP004336,20230108,2023-01-08,MF,MYY,Baggage Handling,Resolved,10,3,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP004337,20240320,2024-03-20,MF,TWU,Cleanliness,Resolved,4,4,No,Counter,Aircraft or terminal cleanliness below acceptable standard
CP004338,20230429,2023-04-29,MF,SDK,Flight Delay,Resolved,20,2,No,Website,Flight delayed without adequate notification to passengers
CP004339,20240608,2024-06-08,MH,KCH,Check-in Service,Resolved,16,3,No,Counter,"Long queue at check-in counter, insufficient staff"
CP004340,20230306,2023-03-06,AK,AOR,Check-in Service,In Progress,36,,No,Email,"Long queue at check-in counter, insufficient staff"
CP004341,20230131,2023-01-31,MH,BKI,Flight Delay,Resolved,9,5,No,Phone,Flight delayed without adequate notification to passengers
CP004342,20240529,2024-05-29,D7,SBW,Flight Delay,In Progress,19,,No,Website,Flight delayed without adequate notification to passengers
CP004343,20230819,2023-08-19,AK,KBR,Flight Delay,Escalated,,,No,Social Media,Flight delayed without adequate notification to passengers
CP004344,20230709,2023-07-09,FY,AOR,Flight Delay,Pending,,,No,Website,Flight delayed without adequate notification to passengers
CP004345,20240731,2024-07-31,MF,PEN,Ground Staff Attitude,Resolved,1,2,No,Counter,Unprofessional behaviour from ground handling staff
CP004346,20230404,2023-04-04,MH,SDK,Check-in Service,Escalated,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004347,20230706,2023-07-06,AK,MYY,Baggage Handling,Pending,,,Yes,Social Media,Baggage delayed / damaged / lost upon arrival
CP004348,20230605,2023-06-05,AK,SDK,Flight Delay,Resolved,3,5,No,Website,Flight delayed without adequate notification to passengers
CP004349,20230318,2023-03-18,AK,KCH,Ground Staff Attitude,Resolved,13,5,No,Phone,Unprofessional behaviour from ground handling staff
CP004350,20230720,2023-07-20,AK,KCH,Ground Staff Attitude,Resolved,18,3,No,Counter,Unprofessional behaviour from ground handling staff
CP004351,20230918,2023-09-18,AK,PEN,Baggage Handling,Resolved,10,2,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP004352,20230211,2023-02-11,D7,BKI,Ground Staff Attitude,Resolved,6,5,No,Social Media,Unprofessional behaviour from ground handling staff
CP004353,20231230,2023-12-30,AK,AOR,Check-in Service,Pending,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004354,20230909,2023-09-09,AK,KUL,Baggage Handling,Resolved,13,4,No,Website,Baggage delayed / damaged / lost upon arrival
